source,target,interaction,effect_size,pvalue,qvalue
AACOAT,Propanoate Metabolism,in_pathway,0.9238098051775044,0.0002513180157028513,0.008072507987145034
GLPASE1,Starch and Sucrose Metabolism,in_pathway,-0.8809260231831104,0.0006476971757838071,0.018707904472639265
GLDBRAN,Starch and Sucrose Metabolism,in_pathway,-0.8809260231831104,0.0006476971757838071,0.018707904472639265
GLPASE2,Starch and Sucrose Metabolism,in_pathway,-0.8809260231831104,0.0006476971757838071,0.018707904472639265
GLBRAN,Starch and Sucrose Metabolism,in_pathway,-0.8809260231831081,0.0006476971757837997,0.018707904472639265
GGNG,Starch and Sucrose Metabolism,in_pathway,-0.8809260231831081,0.0006476971757837997,0.018707904472639265
GLGNS1,Starch and Sucrose Metabolism,in_pathway,-0.8809260231831081,0.0006476971757837997,0.018707904472639265
EX_ser__L_e,Extracellular exchange,in_pathway,0.8706171525951243,0.0007377231542197244,0.020667341899418747
EX_so4_e,Extracellular exchange,in_pathway,0.8522946494886615,4.634350245078268e-05,0.0016948970241821195
SULFOX,Cysteine Metabolism,in_pathway,0.8522946494886615,4.634350245078268e-05,0.0016948970241821195
GK1,Nucleotides,in_pathway,-0.851306064891113,4.710590655765237e-05,0.0016948970241821195
TRDR,Nucleotides,in_pathway,-0.851306064891113,4.710590655765237e-05,0.0016948970241821195
RNDR2,Nucleotides,in_pathway,-0.851306064891113,4.710590655765237e-05,0.0016948970241821195
3SALATAi,Cysteine Metabolism,in_pathway,0.8504668659650887,4.776279858806295e-05,0.0016948970241821195
3SPYRSP,Cysteine Metabolism,in_pathway,0.8504668659650887,4.776279858806295e-05,0.0016948970241821195
EX_urea_e,Extracellular exchange,in_pathway,-0.842113531884871,5.4814075810556875e-05,0.0019267664761333484
NAHCO3_HCLt,"Transport, Extracellular",in_pathway,-0.8193066542585677,7.971388880944733e-05,0.002775831305644867
DNDPt23m,"Transport, Mitochondrial",in_pathway,0.8137729036487833,0.0006961634215617221,0.019800800830068525
THRCYSNaEx,"Transport, Extracellular",in_pathway,-0.8112783945817332,9.089680736616237e-05,0.003135939854132602
ACACT1r_copy2,Tryptophan metabolism,in_pathway,-0.7997973156173002,0.00015004457555639478,0.005129046683698413
GLUt2m,"Transport, Mitochondrial",in_pathway,-0.7789869761533096,0.00018203334729370132,0.006133253761993402
CITtam,"Transport, Mitochondrial",in_pathway,0.7778530246790826,0.0004753204309782138,0.014516753490367414
DHFR,Folate Metabolism,in_pathway,0.7536965493598,0.00023082951922660363,0.007619985166821266
ATPtm,"Transport, Mitochondrial",in_pathway,-0.7377915112956207,0.0003427648512273719,0.010915742185240922
C3STDH1r,Cholesterol Metabolism,in_pathway,-0.7325449036846934,0.0004062896833861849,0.012829113222855295
FUMSO4tm,"Transport, Mitochondrial",in_pathway,-0.7133664112766127,0.0004381666190646601,0.013605073521957696
MALSO4tm,"Transport, Mitochondrial",in_pathway,0.7133664112766127,0.0004381666190646601,0.013605073521957696
INSTt2,"Transport, Extracellular",in_pathway,-0.6965768213512393,0.0005702461937263263,0.017274287136782862
GALUi,Galactose metabolism,in_pathway,-0.691735962235494,0.000717167933619072,0.02024369485352017
ALASERNaEx,"Transport, Extracellular",in_pathway,-0.6837985131577233,0.0006958620189859573,0.019800800830068525
