reaction_id,reaction_name,subsystem,compartment,gpr,compartment_readable
H2O2tly,Hydrogen peroxide lysosomal transport via diffusion,"Transport, Lysosomal",c,,cytosol
H2O2tm,"Hydrogen peroxide transport via diffusion, mitochondria","Transport, Mitochondrial",c,,cytosol
H2O2tn,Hydrogen peroxide nuclear transport,"Transport, Nuclear",c,,cytosol
H2O2tp,"Hydrogen peroxide transport via diffusion, glyoxysome","Transport, Peroxisomal",c,,cytosol
H2Ot,H2O transport via diffusion,"Transport, Extracellular",e,20537,extracellular
H2Oter,H2O endoplasmic reticulum transport,"Transport, Endoplasmic Reticular",c,,cytosol
H2Otg,"H2O transport, Golgi apparatus","Transport, Golgi Apparatus",c,,cytosol
H2Otly,"H2O transport, lysosomal","Transport, Lysosomal",c,,cytosol
H2Otm,H2O transport  mitochondrial,"Transport, Mitochondrial",c,11833,cytosol
H2Otn,H2O transport  nuclear,"Transport, Nuclear",c,,cytosol
H2Otp,H2O transport  peroxisomal,"Transport, Peroxisomal",c,,cytosol
H3ETer,"H3 phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,27392 or 27392,ER
H3MTer_L,"H3 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,55981,ER
H3MTer_U,"H3 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,55981,ER
GSNtm,Guanosine facilated transport in mitochondria,"Transport, Mitochondrial",c,63959,cytosol
GT1Ate,Gt1a hs transport,"Transport, Extracellular",e,,extracellular
GT1Atg,Gt1a hs intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GTHDH,Glutathione dehydrogenase (dehydroascorbate reductase),Ascorbate and Aldarate Metabolism,c,,cytosol
GTHOr,Glutathione oxidoreductase,Glutamate metabolism,c,14782,cytosol
H8MTer_L,"H8 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,239827,ER
H8MTer_U,"H8 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,239827,ER
H8TAer,"H8 transamidase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,329777 and 14731 and 228812 and 276846 and 78928,ER
HACD1m,"3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria",Tryptophan metabolism,m,15108 or 15107 or (97212 and 231086),mitochondria
HACD1x,(S)-3-Hydroxybutanoyl-CoA:NAD oxidoreductase,Tryptophan metabolism,x,74147 or 15488,peroxisome
HACD9m,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase","Valine, Leucine, and Isoleucine Metabolism",m,15108,mitochondria
HAS1,Hyaluronan synthase,Hyaluronan Metabolism,e,15118 or 15116 or 15118 or 15117,extracellular
HAS2,Hyaluronan synthase,Hyaluronan Metabolism,e,15118 or 15116 or 15118 or 15117,extracellular
HAtly,"Hyaluronan transport, extracellular to lysosome","Transport, Lysosomal",e,,extracellular
HBZOPT10m,Hydroxybenzoate Decaprenyltransferase,Ubiquinone Biosynthesis,m,71883,mitochondria
HCO3Em,HCO3 equilibration reaction,Urea cycle/amino group metabolism,m,,mitochondria
HCO3_CLt,Bicarbonate transport (Cl-/HCO3- exchange),"Transport, Extracellular",e,20535 or 240215 or 20533 or 20536 or 20536,extracellular
HCO3_NAt,Bicarbonate transport (Na/HCO3 cotransport),"Transport, Extracellular",e,218756,extracellular
H4ET3er,"H4 phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,(56703 and 18701) or (56703 and 18701) or (18701 and 56703) or (56703 and 18701),ER
H4ETer,"H4 phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,27392 or 27392,ER
H5MTer_L,"H5 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,230801,ER
H5MTer_U,"H5 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,230801,ER
H6_ET2er,"H6' phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,(18701 and 433931) or (18701 and 433931),ER
H6_ETer,"H6' phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,27392 or 27392,ER
H6ET3er,"H6 phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,(56703 and 18701) or (56703 and 18701) or (18701 and 56703) or (56703 and 18701),ER
H6MTer_L,"H6 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,239827,ER
H6MTer_U,"H6 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,239827,ER
HCOUMARINte,Xenobiotic transport,"Transport, Extracellular",e,,extracellular
HDCAter,Palmitate ER export,"Transport, Endoplasmic Reticular",c,,cytosol
H7_ETer,"H7' phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,27392 or 27392,ER
AK2LGCHOLt,"1-Alkyl 2-Acylglycerol 3-Phosphocholine Transport, Vescicular","Transport, Extracellular",e,,extracellular
H7_TAer,"H7' transamidase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,329777 and 14731 and 228812 and 276846 and 78928,ER
H7ET2er,"H7 phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,(18701 and 433931) or (18701 and 433931),ER
H7MTer_L,"H7 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,239827,ER
H7MTer_U,"H7 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,239827,ER
HDCAt,Hexadecanoate  n C160  transport in via uniport,"Transport, Extracellular",e,,extracellular
HDCEAt,Hexadecenoate  n C161  transport in via uniport,"Transport, Extracellular",e,,extracellular
HDD2COAtx,Hdd2coa intracellular transport,"Transport, Peroxisomal",c,,cytosol
HESTRATRIOLte,Hydroxylated estrogen derivative transport,"Transport, Extracellular",e,,extracellular
HESTRATRIOLtr,Hydroxylated estrogen derivative transport,"Transport, Endoplasmic Reticular",c,,cytosol
HEX1,Hexokinase (D-glucose:ATP),Glycolysis/Gluconeogenesis,c,15275 or 216019 or 103988 or 15275 or 15277 or 103988 or 15275 or 103988 or 15275 or 212032 or 15275,cytosol
HPYRR2x,Hydroxypyruvate reductase (NADH),Glyoxylate and Dicarboxylate Metabolism,c,16833 or 52815 or 16832 or 160287 or (16832 and 16828) or 106557 or 16828 or 52815 or 16833,cytosol
AKGDm,2-oxoglutarate dehydrogenase,Citric Acid Cycle,m,(18293 and (13382 and 27402) and 78920) or (18293 and (13382 and 27402) and 78920),mitochondria
HPYRRy,Hydroxypyruvate reductase (NADPH),Glyoxylate and Dicarboxylate Metabolism,c,76238,cytosol
HPYRtp,"Hydroxypyruate transport, peroxisomal","Transport, Peroxisomal",c,,cytosol
HEX10,Hexokinase (D-glucosamine:ATP),Aminosugar Metabolism,c,103988 or 15277 or 15275 or 103988 or 216019 or 15275 or 103988 or 15275 or 15275 or 212032 or 15275,cytosol
HEX4,Hexokinase (D-mannose:ATP),Fructose and Mannose Metabolism,c,15275 or 103988 or 212032 or 103988 or 15275 or 15275 or 15275 or 15277 or 15275 or 216019 or 103988,cytosol
HEX7,Hexokinase (D-fructose:ATP),Fructose and Mannose Metabolism,c,15275 or 103988 or 15275 or 15275 or 212032 or 103988 or 15277 or 103988 or 15275 or 216019 or 15275,cytosol
HEXCCOAtx,Fatty acid intracellular transport,"Transport, Peroxisomal",c,,cytosol
HRETNtn,"4-hydroxyretinoic acid transport, Nuclear","Transport, Nuclear",c,,cytosol
HS1ly,"Heparan-N-sulfatase, lysosomal",Heparan sulfate degradation,l,27029,l
HEXCCPT1,Carnitine O-palmitoyltransferase,Carnitine shuttle,c,12895 or 12895 or 12895 or 78070 or 12894 or 12895,cytosol
AKGMALtm,"Dicarboxylate/tricarboxylate carrier (mal:akg), mitochondrial","Transport, Mitochondrial",c,67863,cytosol
HEXCCPT2,Carnitine transferase,Carnitine shuttle,m,12896,mitochondria
HEXCCRNt,Transport into the mitochondria (carnitine),Carnitine shuttle,c,57279,cytosol
HS2ly,"Heparan-N-sulfatase, lysosomal",Heparan sulfate degradation,l,27029,l
HEXCt,Fatty acid transport via diffusion,"Transport, Extracellular",e,,extracellular
HS3ly,"Heparan-N-sulfatase, lysosomal",Heparan sulfate degradation,l,27029,l
AKGt4_3,AKG transport via sodium symport,"Transport, Extracellular",e,114644 or 114644,extracellular
HS4ly,"Heparan-N-sulfatase, lysosomal",Heparan sulfate degradation,l,27029,l
HSAT1ly,"Heparan-glucosaminide N-acetyltransferase, lysosomal",Heparan sulfate degradation,c,,cytosol
HSAT2ly,"Heparan-glucosaminide N-acetyltransferase, lysosomal",Heparan sulfate degradation,c,,cytosol
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing ,Tyrosine metabolism,c,15233,cytosol
HIBDm,"3-hydroxyisobutyrate dehydrogenase, mitochondrial","Valine, Leucine, and Isoleucine Metabolism",m,58875,mitochondria
HSAT3ly,"Heparan-glucosaminide N-acetyltransferase, lysosomal",Heparan sulfate degradation,c,,cytosol
HISDr,Histidase r,Histidine Metabolism,c,15109,cytosol
AKGtp,AKG transporter  peroxisome,"Transport, Peroxisomal",c,,cytosol
HISDC,Histidine decarboxylase,Histidine Metabolism,c,13195 or 15186,cytosol
HISTASE,HISTASE,Histidine Metabolism,c,76507 or 237940 or 237940,cytosol
HSAT4ly,"Heparan-glucosaminide N-acetyltransferase, lysosomal",Heparan sulfate degradation,c,,cytosol
HSD11B1r,11-beta-hydroxysteroid dehydrogenase type 1,Steroid Metabolism,r,15483 or 15483,ER
HSD11B2r,11-beta-hydroxysteroid dehydrogenase type 2,Steroid Metabolism,r,15484,ER
HSD17B1,Testicular 17-beta-hydroxysteroid dehydrogenase,Steroid Metabolism,c,15485 or 14979,cytosol
HSD17B2r,17-beta-hydroxysteroid dehydrogenase,Steroid Metabolism,r,15486,ER
HSD17B3r,Testicular 17-beta-hydroxysteroid dehydrogenase,Steroid Metabolism,r,15487,ER
HISTAVESSEC,Histamine secretion via secretory vesicle (ATP driven),"Transport, Extracellular",e,110877 or 214084,extracellular
HISTAtu,Histamine uniport,"Transport, Extracellular",e,20519 or 20518 or 20518,extracellular
HISt4,L-histidine transport in via sodium symport,"Transport, Extracellular",e,56774 or 67760,extracellular
HIStN1,"Histidine transport (Na, H coupled)","Transport, Extracellular",e,76257,extracellular
HIStiDF,L-histidine transport via diffusion (extracellular to cytosol),"Transport, Extracellular",e,69354,extracellular
HSD17B42x,Hydroxysteroid (17-beta) dehydrogenase 4,Bile Acid Biosynthesis,x,15488,peroxisome
AKR1C1,"Aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Steroid Metabolism,c,77337,cytosol
HSD17B4x,Hydroxysteroid (17-beta) dehydrogenase 4,Bile Acid Biosynthesis,x,15488,peroxisome
HKYNH,3 Hydroxy L kynurenine hydrolase,Tryptophan metabolism,c,70789,cytosol
HKt,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase,"Transport, Extracellular",e,11944 and 11945,extracellular
HSD17B7r,Testicular 17-beta-hydroxysteroid dehydrogenase,Steroid Metabolism,r,15490,ER
AKR1C41,"Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Bile Acid Biosynthesis,c,83702,cytosol
HSD17B8r,17-beta-hydroxysteroid dehydrogenase,Steroid Metabolism,r,15486,ER
HSD17B9r,17-beta-hydroxysteroid dehydrogenase (type 7),Steroid Metabolism,r,15490,ER
HMBS,Hydroxymethylbilane synthase,Heme Biosynthesis,c,15288,cytosol
HMGCOARr,Hydroxymethylglutaryl CoA reductase (ir),Cholesterol Metabolism,r,15357,ER
AKR1C42,"Aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Bile Acid Biosynthesis,c,83702,cytosol
HSD3A1r,3 alpha-hydroxysteroid dehydrogenase (type 3),Steroid Metabolism,r,83702,ER
HMGCOARx,Hydroxymethylglutaryl CoA reductase (ir),Cholesterol Metabolism,x,15357,peroxisome
AKR1D,"Aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",Bile Acid Biosynthesis,c,208665,cytosol
HMGCOAS,Hydroxymethylglutaryl CoA synthase,Cholesterol Metabolism,c,208715 or 208715,cytosol
HSD3A2r,3 alpha-hydroxysteroid dehydrogenase (type 3),Steroid Metabolism,r,83702,ER
HSD3B11,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,Steroid Metabolism,c,15493,cytosol
AKR1D2,"Aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",Bile Acid Biosynthesis,c,208665,cytosol
HSD3B11r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,Steroid Metabolism,r,15492,ER
HSD3B12r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,Steroid Metabolism,r,15492,ER
HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,Cholesterol Metabolism,m,15360,mitochondria
HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,"Transport, Mitochondrial",c,,cytosol
HMGCOAtx,Hydroxymethylglutaryl-CoA reversible peroxisomal transport,"Transport, Peroxisomal",c,,cytosol
HMGLm,Hydroxymethylglutaryl-CoA lyase,Cholesterol Metabolism,m,15356 or 208982,mitochondria
HMGLx,Hydroxymethylglutaryl-CoA lyase,Cholesterol Metabolism,x,15356,peroxisome
HOMt4,L-homoserine via sodium symport,"Transport, Extracellular",e,11987 or 11989 or 11988,extracellular
HSD3B13,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,Steroid Metabolism,c,15493,cytosol
HSD3B13r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,Steroid Metabolism,r,15492,ER
HSD3B2r,3 beta-hydroxysteroid dehydrogenase type 1,Steroid Metabolism,r,15492,ER
HSD3B3r,3 beta-hydroxysteroid dehydrogenase type 1,Steroid Metabolism,r,15492,ER
HSD3B7,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Bile Acid Biosynthesis,r,101502,ER
HSD3B7P,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Bile Acid Biosynthesis,r,101502,ER
ALAASNNaEx,L-alanine/L-asparagine Na-dependent exchange (Ala-L in),"Transport, Extracellular",e,20514,extracellular
HOXG,Heme oxygenase 1,Heme Degradation,c,15368 or 15369,cytosol
HPACtr,Hydroxyphenylacetate transport via diffusion,"Transport, Extracellular",e,,extracellular
HPCLx,2-hydroxyphytanoyl-CoA lyase,Fatty Acid Metabolism,x,26062,peroxisome
HPDCACRNCPT1,Carnitine fatty-acyl transferase,Carnitine shuttle,c,12895 or 12895 or 12894 or 78070 or 12895,cytosol
HSPASEly,"Heparan sulfate proteoglycan protease, lysosome (endosome)",Heparan sulfate degradation,l,,l
HSPGt,"Heparan sulfate transport, golgi to extracellular","Transport, Extracellular",e,,extracellular
HPDCACRNCPT2,Heptadecanoate transport into the mitochondria,Carnitine shuttle,m,12896,mitochondria
ALACYSNaEx,L-alanine/L-cysteine Na-dependent exchange (Ala-L in),"Transport, Extracellular",e,55963 or 20514,extracellular
HPDCACRNt,Heptadecanoate transport into the mitochondria,Carnitine shuttle,c,57279,cytosol
HPDCAt,Fatty acid transport via diffusion,"Transport, Extracellular",e,,extracellular
HSPGtly,"Heparan sulfate transport, extracellular to lysosome","Transport, Lysosomal",e,,extracellular
HTAXOLte,Xenobiotic transport,"Transport, Extracellular",e,,extracellular
HXANtl,Hypoxanthine facilated transport from lysosome,"Transport, Lysosomal",c,71279,cytosol
ALADGLNexR,L-alanine/glutamine reversible exchange,"Transport, Extracellular",e,53896 and 17254,extracellular
HXANtx,Hypoxanthine diffusion in peroxisome,"Transport, Peroxisomal",c,,cytosol
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),Salvage Pathway,c,15452,cytosol
HPROxm,L hydroxyproline dehydrogenase  NAD   mitochondrial,Arginine and Proline Metabolism,m,212647 or 212647,mitochondria
HPYRDC,Hydroxypyruvate decarboxylase,Glyoxylate and Dicarboxylate Metabolism,c,,cytosol
HPYRDCm,"Hydroxypyruvate decarboxylase, mitochondria",Glyoxylate and Dicarboxylate Metabolism,m,,mitochondria
HYPOE,Hypothetical enyme,Vitamin B6 Metabolism,c,57028,cytosol
ALADGLYexR,D-alanine/glycine reversible exchange,"Transport, Extracellular",e,53896 and 17254,extracellular
HYPTROX,Hypotaurine oxidase,Taurine and hypotaurine metabolism,c,,cytosol
ALAGLNNaEx,L-alanine/L-glutamine Na-dependent exchange (Ala-L in),"Transport, Extracellular",e,20514,extracellular
HYXNt,Hypoxanthine transport,"Transport, Extracellular",e,13340,extracellular
IMACTD_m,Imidazole acetaldeyde dehydrogenase (mito),Histidine Metabolism,m,72535 or 212647 or 11669 or 212647,mitochondria
IMPC,IMP cyclohydrolase,IMP Biosynthesis,c,108147,cytosol
IMPD,IMP dehydrogenase,Nucleotides,c,23917 or 23918 or 23917,cytosol
INOSTO,Myo-Inositol:oxygen oxidoreductase,Inositol Phosphate Metabolism,c,56727,cytosol
INSKm,"Insosine kinase, mitochondrial",Nucleotides,m,,mitochondria
Htg,"Proton transport, Golgi","Transport, Golgi Apparatus",c,,cytosol
Htm,Uncoupling protein,"Transport, Mitochondrial",c,20523 or 22229 or 22229 or 22228 or 20523 or 22227 or 74011,cytosol
Htr,"H transporter, endoplasmic reticulum","Transport, Endoplasmic Reticular",c,,cytosol
Htx,"H transporter, peroxisome","Transport, Peroxisomal",c,,cytosol
ALAGLNexR,L-alanine/glutamine reversible exchange,"Transport, Extracellular",e,17254 and 53896,extracellular
ICDHxm,Isocitrate dehydrogenase  NAD ,Citric Acid Cycle,m,(15929 and 170718 and 67834) or (170718 and 15929 and 67834) or (170718 and 15929 and 67834) or (170718 and 15929 and 67834) or (15929 and 67834 and 170718) or (15929 and 67834 and 170718),mitochondria
ICDHyr,Isocitrate dehydrogenase (NADP),Citric Acid Cycle,c,15926,cytosol
INSTt2,Inositol transport in via proton symport,"Transport, Extracellular",e,239606,extracellular
INSTt4,Inositol transport via sodium symport,"Transport, Extracellular",e,53881,extracellular
INSTt4_2,Inositol transport via sodium symport,"Transport, Extracellular",e,233836,extracellular
ALAGLYexR,L-alanine/glycine reversible exchange,"Transport, Extracellular",e,53896 and 17254,extracellular
INSt,Inosine transport (diffusion),"Transport, Extracellular",e,13340 or 63959,extracellular
INSt4,Inosine transport in via sodium symport,"Transport, Extracellular",e,269346 or 114304,extracellular
INSt5,Inosine transport in via sodium (1:2) symport,"Transport, Extracellular",e,114304,extracellular
ICDHyp,Isocitrate dehydrogenase  NADP ,Citric Acid Cycle,x,15926,peroxisome
ICDHym,Isocitrate dehydrogenase  NADP ,Citric Acid Cycle,m,269951,mitochondria
IDHPOXOX2b,Iodide:hydrogen-peroxide oxidoreductase 2,Tyrosine metabolism,c,22018 or 22018 or 22018 or 22018 or 22018,cytosol
INStl,Inosine facilated transport from lysosome,"Transport, Lysosomal",c,71279,cytosol
IDHPOXOX3,Iodide:hydrogen-peroxide oxidoreductase 3,Tyrosine metabolism,c,22018 or 22018 or 22018 or 22018 or 22018,cytosol
ALAR,Alanine racemase,Alanine and Aspartate Metabolism,c,114863,cytosol
IDHPOXOX4,Iodide:hydrogen-peroxide oxidoreductase 4,Tyrosine metabolism,c,22018 or 22018 or 22018 or 22018 or 22018,cytosol
INStm,Inosine facilated transport in mitochondria,"Transport, Mitochondrial",c,63959,cytosol
IPDDIx,Isopentenyl-diphosphate D-isomerase,Cholesterol Metabolism,x,319554 or 91734,peroxisome
IPDPtr,Isopentenyl diphosphate transport (ER),"Transport, Endoplasmic Reticular",c,,cytosol
IDHPOXOXb,Iodide:hydrogen-peroxide oxidoreductase,Tyrosine metabolism,c,22018 or 22018 or 22018 or 22018 or 22018,cytosol
IDOAASE1ly,"Alpha-L-iduronidase, lysosomal",Heparan sulfate degradation,l,15932,l
IPDPtx,Isopentenyl diphosphate transport (peroxisome),"Transport, Peroxisomal",c,,cytosol
ALASERNaEx,L-alanine/L-serine Na-dependent exchange (Ala-L in),"Transport, Extracellular",e,55963 or 20514,extracellular
ITCOAL1m,"Itaconate--CoA ligase (GDP-forming), mitochondrial",C5-Branched dibasic acid metabolism,m,56451 and 20917,mitochondria
