query,entrez,name,symbol,alias,taxid,MGI
11739,11739,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4",Slc25a4,"Ant1, mANC1",10090,MGI:1353495
11740,11740,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",Slc25a5,Ant2,10090,MGI:1353496
231583,231583,"solute carrier family 26 (sulfate transporter), member 1",Slc26a1,Sat1,10090,MGI:2385894
268512,268512,"solute carrier family 26, member 11",Slc26a11,"F630021I08Rik, KBAT",10090,MGI:2444589
13521,13521,"solute carrier family 26 (sulfate transporter), member 2",Slc26a2,"Dtd, ST-OB",10090,MGI:892977
13487,13487,"solute carrier family 26, member 3",Slc26a3,"9030623B18Rik, 9130013M11Rik, Dra",10090,MGI:107181
23985,23985,"solute carrier family 26, member 4",Slc26a4,"Pds, pendrin",10090,MGI:1346029
171429,171429,"solute carrier family 26, member 6",Slc26a6,"B930010B04Rik, CFEX, Pat-1, Pat1",10090,MGI:2159728
208890,208890,"solute carrier family 26, member 7",Slc26a7,,10090,MGI:2384791
224661,224661,"solute carrier family 26, member 8",Slc26a8,,10090,MGI:2385046
320718,320718,"solute carrier family 26, member 9",Slc26a9,E030002L01Rik,10090,MGI:2444594
26457,26457,"solute carrier family 27 (fatty acid transporter), member 1",Slc27a1,"FATP1, Fatp, Vlc27a1",10090,MGI:1347098
26458,26458,"solute carrier family 27 (fatty acid transporter), member 2",Slc27a2,"ACSVL1, FATP2, VLCS, Vlac, Vlacs",10090,MGI:1347099
26568,26568,"solute carrier family 27 (fatty acid transporter), member 3",Slc27a3,"Acsvl3, FATP-3, FATP3, Vlcs-3",10090,MGI:1347358
26569,26569,"solute carrier family 27 (fatty acid transporter), member 4",Slc27a4,"ACSVL4, FATP4",10090,MGI:1347347
26459,26459,"solute carrier family 27 (fatty acid transporter), member 5",Slc27a5,"FACVL3, FATP5, VLCS-H2, VLCSH2, Vlacsr",10090,MGI:1347100
434203,434203,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1",Slc28a1,"CNT 1, Cnt1",10090,MGI:3605073
269346,269346,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2",Slc28a2,"2010208B10Rik, B430217P18, Cnt2, SPNT",10090,MGI:1913105
114304,114304,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3",Slc28a3,Cnt3,10090,MGI:2137361
63959,63959,"solute carrier family 29 (nucleoside transporters), member 1",Slc29a1,"1200014D21Rik, ENT1, mENT1",10090,MGI:1927073
13340,13340,"solute carrier family 29 (nucleoside transporters), member 2",Slc29a2,"Der12, Ent2, Hnp36, mENT2",10090,MGI:1345278
71279,71279,"solute carrier family 29 (nucleoside transporters), member 3",Slc29a3,"4933435C21Rik, Ent3",10090,MGI:1918529
20525,20525,"solute carrier family 2 (facilitated glucose transporter), member 1",Slc2a1,"GT1, Glut-1, Glut1, M100200, Rgsc200",10090,MGI:95755
170441,170441,"solute carrier family 2 (facilitated glucose transporter), member 10",Slc2a10,Glut10,10090,MGI:2156687
239606,239606,"solute carrier family 2 (facilitated glucose transporter), member 13",Slc2a13,"6530403A04, A630029G22Rik, Gm308",10090,MGI:2146030
20526,20526,"solute carrier family 2 (facilitated glucose transporter), member 2",Slc2a2,"Glut-2, Glut2",10090,MGI:1095438
20527,20527,"solute carrier family 2 (facilitated glucose transporter), member 3",Slc2a3,"Glut-3, Glut3",10090,MGI:95757
20528,20528,"solute carrier family 2 (facilitated glucose transporter), member 4",Slc2a4,"GT2, Glut-4, Glut4, twgy",10090,MGI:95758
56017,56017,"solute carrier family 2, (facilitated glucose transporter), member 8",Slc2a8,"D2Ertd44e, GLUT8, GlutX1",10090,MGI:1860103
22348,22348,"solute carrier family 32 (GABA vesicular transporter), member 1",Slc32a1,"VGAT, Viaat",10090,MGI:1194488
11416,11416,"solute carrier family 33 (acetyl-CoA transporter), member 1",Slc33a1,"Acatn, D630022N01Rik",10090,MGI:1332247
20505,20505,"solute carrier family 34 (sodium phosphate), member 1",Slc34a1,"NaPi-IIa, Npt2, Npt2a, Slc17a2",10090,MGI:1345284
20531,20531,"solute carrier family 34 (sodium phosphate), member 2",Slc34a2,"D5Ertd227e, NaPi-2b, Npt2b",10090,MGI:1342284
142681,142681,"solute carrier family 34 (sodium phosphate), member 3",Slc34a3,"Npt2c, Npt2c-v1, NptIIc, naPi-2c",10090,MGI:2159410
24060,24060,"solute carrier family 35 (CMP-sialic acid transporter), member 1",Slc35a1,"CMP-SA-Tr, CMP-Sia-Tr, CST",10090,MGI:1345622
22232,22232,"solute carrier family 35 (UDP-galactose transporter), member A2",Slc35a2,"Had-1, Had1, Sfc8, UGT, Ugalt",10090,MGI:1345297
229782,229782,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3",Slc35a3,2310050P13Rik,10090,MGI:1917648
73836,73836,"solute carrier family 35, member B2",Slc35b2,"1110003M08Rik, PAPST1, Slc35b1",10090,MGI:1921086
58246,58246,"solute carrier family 35, member B4",Slc35b4,4930474D06Rik,10090,MGI:1931249
228368,228368,"solute carrier family 35, member C1",Slc35c1,"E430007K15Rik, fuct1",10090,MGI:2443301
242585,242585,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1",Slc35d1,"C330011J09, UGTREL7, mKIAA0260",10090,MGI:2140361
70484,70484,"solute carrier family 35, member D2",Slc35d2,"5730408I21Rik, SQV7L, UGTrel8, hfrc, mUGTrel8",10090,MGI:1917734
215335,215335,"solute carrier family 36 (proton/amino acid symporter), member 1",Slc36a1,"5830411H19Rik, Pat1",10090,MGI:2445299
14385,14385,"solute carrier family 37 (glucose-6-phosphate transporter), member 4",Slc37a4,"100043178, G6PT, G6pt1, GSD-1b, mG6PT",10090,MGI:1316650
105727,105727,"solute carrier family 38, member 1",Slc38a1,"Gm32457, NAT2, SNAT1",10090,MGI:2145895
67760,67760,"solute carrier family 38, member 2",Slc38a2,"5033402L14Rik, ATA2, SAT2, SNAT2, mKIAA1382",10090,MGI:1915010
76257,76257,"solute carrier family 38, member 3",Slc38a3,"0610012J02Rik, D9Ucla2, Nat1, Slc38-3, Sn1",10090,MGI:1923507
69354,69354,"solute carrier family 38, member 4",Slc38a4,"1110012E16Rik, 1700012A18Rik, Ata3, SNAT4, mATA3",10090,MGI:1916604
209837,209837,"solute carrier family 38, member 5",Slc38a5,"E330031E14, JM24, SN2",10090,MGI:2148066
20532,20532,"solute carrier family 3, member 1",Slc3a1,"D2, D2H, NBAT, NTAA, RBAT",10090,MGI:1195264
17254,17254,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2",Slc3a2,"4F2, 4F2HC, Cd98, Ly-10, Ly-m10",10090,MGI:96955
72401,72401,"solute carrier family 43, member 1",Slc43a1,"2610016F07Rik, Lat3, PB39, Pov1, R00504",10090,MGI:1931352
215113,215113,"solute carrier family 43, member 2",Slc43a2,"7630402D21Rik, Lat4",10090,MGI:2442746
52466,52466,"solute carrier family 46, member 1",Slc46a1,"1110002C08Rik, D11Ertd18e, HCP1, Pcft",10090,MGI:1098733
20533,20533,"solute carrier family 4 (anion exchanger), member 1",Slc4a1,"Ae1, CD233, Empb3, l11Jus51",10090,MGI:109393
94229,94229,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",Slc4a10,"NCBE, mKIAA4136",10090,MGI:2150150
20535,20535,"solute carrier family 4 (anion exchanger), member 2",Slc4a2,"Ae2, B3RP",10090,MGI:109351
20536,20536,"solute carrier family 4 (anion exchanger), member 3",Slc4a3,"A930038D23Rik, Ae3",10090,MGI:109350
54403,54403,"solute carrier family 4 (anion exchanger), member 4",Slc4a4,"NBC, NBC1",10090,MGI:1927555
232156,232156,"solute carrier family 4, sodium bicarbonate cotransporter, member 5",Slc4a5,"C330006M16, C330016K18Rik",10090,MGI:2443220
218756,218756,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",Slc4a7,"E430014N10Rik, NBC3, NBCn1, NBCn1-G, Tg(Thy1-SNCA)12Mjff",10090,MGI:2443878
59033,59033,"solute carrier family 4 (anion exchanger), member 8",Slc4a8,"C230026C11, NDCBE, kNBC-3",10090,MGI:1928745
240215,240215,"solute carrier family 4, sodium bicarbonate cotransporter, member 9",Slc4a9,"AE 4, AE4, D630003B07, D630024F24Rik",10090,MGI:2443384
20537,20537,"solute carrier family 5 (sodium/glucose cotransporter), member 1",Slc5a1,Sglt1,10090,MGI:107678
109342,109342,"solute carrier family 5 (sodium/glucose cotransporter), member 10",Slc5a10,"C330021F16Rik, SGLT5",10090,MGI:1926089
233836,233836,"solute carrier family 5 (sodium/glucose cotransporter), member 11",Slc5a11,"2010013B02Rik, Kst1, RKST2, SMIT2, Slc5a10",10090,MGI:1919316
241612,241612,"solute carrier family 5 (sodium/glucose cotransporter), member 12",Slc5a12,"D630015G19, SMCT2",10090,MGI:2138890
246787,246787,"solute carrier family 5 (sodium/glucose cotransporter), member 2",Slc5a2,Sglt2,10090,MGI:2181411
53881,53881,"solute carrier family 5 (inositol transporters), member 3",Slc5a3,Smit1,10090,MGI:1858226
114479,114479,"solute carrier family 5 (sodium iodide symporter), member 5",Slc5a5,NIS,10090,MGI:2149330
330064,330064,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6",Slc5a6,E430023I20,10090,MGI:2660847
63993,63993,"solute carrier family 5 (choline transporter), member 7",Slc5a7,CHT1,10090,MGI:1927126
216225,216225,"solute carrier family 5 (iodide transporter), member 8",Slc5a8,"Ait, SMCT",10090,MGI:2384916
230612,230612,"solute carrier family 5 (sodium/glucose cotransporter), member 9",Slc5a9,SGLT4,10090,MGI:2140201
232333,232333,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",Slc6a1,"A730043E01, GABATHG, GABATR, GAT-1, Gabt",10090,MGI:95627
243616,243616,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",Slc6a11,"D930045G19Rik, E130202I16Rik, GAT4, Gabt4, Gat3",10090,MGI:95630
14411,14411,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12",Slc6a12,"BGT-1, BGT1, GAT-2, GAT2, Gabt2",10090,MGI:95628
14412,14412,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",Slc6a13,"GAT3, Gabt3, Gat2",10090,MGI:95629
56774,56774,"solute carrier family 6 (neurotransmitter transporter), member 14",Slc6a14,"1110007A17Rik, 9030613J17Rik, ATB0plus, CATB0plus",10090,MGI:1890216
20538,20538,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",Slc6a2,"NE-T, NET, Slc6a5",10090,MGI:1270850
13162,13162,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",Slc6a3,"DAT, Dat1",10090,MGI:94862
15567,15567,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",Slc6a4,"5-HTT, Htt, Sert",10090,MGI:96285
104245,104245,"solute carrier family 6 (neurotransmitter transporter, glycine), member 5",Slc6a5,"Glyt2, prestin",10090,MGI:105090
21366,21366,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",Slc6a6,Taut,10090,MGI:98488
240332,240332,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",Slc6a7,PROT,10090,MGI:2147363
102857,102857,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",Slc6a8,"CRT, CRTR, CT1, CTR5, Creat",10090,MGI:2147834
14664,14664,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9",Slc6a9,"Glyt-1, Glyt1",10090,MGI:95760
11987,11987,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",Slc7a1,"4831426K01Rik, Atrc-1, Atrc1, CAT-1, Cat1",10090,MGI:88117
53896,53896,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10",Slc7a10,"Asc-1, D7Bwg0847e",10090,MGI:1858261
26570,26570,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",Slc7a11,"9930009M05Rik, sut, xCT",10090,MGI:1347355
11988,11988,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",Slc7a2,"20.5, Atrc2, CAT-2, Cat2, Tea",10090,MGI:99828
11989,11989,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",Slc7a3,"Atrc3, CAT-3, CAT3, SLC7A1, SLC7A2",10090,MGI:1100521
20539,20539,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",Slc7a5,"4F2LC, D0H16S474E, Gm42049, LAT1, TA1",10090,MGI:1298205
330836,330836,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 6",Slc7a6,"LAT-2, LAT3, y+LAT-2",10090,MGI:2142598
20540,20540,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",Slc7a7,my+lat1,10090,MGI:1337120
50934,50934,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",Slc7a8,LAT2,10090,MGI:1355323
30962,30962,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9",Slc7a9,CSNU3,10090,MGI:1353656
20541,20541,"solute carrier family 8 (sodium/calcium exchanger), member 1",Slc8a1,"D930008O12Rik, Ncx1",10090,MGI:107956
110891,110891,"solute carrier family 8 (sodium/calcium exchanger), member 2",Slc8a2,Ncx2,10090,MGI:107996
110893,110893,"solute carrier family 8 (sodium/calcium exchanger), member 3",Slc8a3,Ncx3,10090,MGI:107976
20544,20544,"solute carrier family 9 (sodium/hydrogen exchanger), member 1",Slc9a1,"Apnh, Mir5122, Nhe1, mir-5122, swe",10090,MGI:102462
226999,226999,"solute carrier family 9 (sodium/hydrogen exchanger), member 2",Slc9a2,"2210416H12Rik, 4932415O19Rik, NHE-2, NHE2",10090,MGI:105075
105243,105243,"solute carrier family 9 (sodium/hydrogen exchanger), member 3",Slc9a3,"9030624O13Rik, NHE-3, NHE3",10090,MGI:105064
110895,110895,"solute carrier family 9 (sodium/hydrogen exchanger), member 4",Slc9a4,"D730009J23Rik, NHE4",10090,MGI:105074
277973,277973,"solute carrier family 9 (sodium/hydrogen exchanger), member 5",Slc9a5,"Gm696, NHE-5",10090,MGI:2685542
236727,236727,"solute carrier family 9 (sodium/hydrogen exchanger), member 7",Slc9a7,"6330509M05Rik, A530087D17Rik, NHE7",10090,MGI:2444530
77031,77031,"solute carrier family 9 (sodium/hydrogen exchanger), member 8",Slc9a8,"1200006P13Rik, 6430709P13Rik, NHE-8, NHE8",10090,MGI:1924281
28250,28250,"solute carrier organic anion transporter family, member 1a4",Slco1a4,"Oatp1a4, Oatp2, Slc21a5",10090,MGI:1351896
24059,24059,"solute carrier organic anion transporter family, member 2a1",Slco2a1,"2310021C19Rik, OATP2A1, PHOAR2, Pgt, Slc21a2",10090,MGI:1346021
108116,108116,"solute carrier organic anion transporter family, member 3a1",Slco3a1,"5830414C08Rik, Anr1, MJAM, OATP-D, Slc21a11",10090,MGI:1351867
108115,108115,"solute carrier organic anion transporter family, member 4a1",Slco4a1,"OATP-E, Slc21a12",10090,MGI:1351866
58994,58994,"sphingomyelin phosphodiesterase 3, neutral",Smpd3,"4631433G07Rik, Nsm2, fro, nSMase2",10090,MGI:1927578
20603,20603,spermine synthase,Sms,"Gy, SPMSY, SpmST, gyro",10090,MGI:109490
20652,20652,sterol O-acyltransferase 1,Soat1,"8430426K15Rik, ACAT-1, Acact, ald, hid",10090,MGI:104665
20655,20655,"superoxide dismutase 1, soluble",Sod1,"B430204E11Rik, Cu/Zn-SOD, CuZnSOD, Ipo-1, Ipo1",10090,MGI:98351
20656,20656,"superoxide dismutase 2, mitochondrial",Sod2,"MnSOD, Sod-2",10090,MGI:98352
20657,20657,"superoxide dismutase 3, extracellular",Sod3,EC-SOD,10090,MGI:103181
20322,20322,sorbitol dehydrogenase,Sord,"SDH, Sdh-1, Sdh1, Sodh-1, XDH",10090,MGI:98266
69019,69019,signal peptidase complex subunit 1 homolog (S. cerevisiae),Spcs1,1810004F21Rik,10090,MGI:1916269
66624,66624,signal peptidase complex subunit 2 homolog (S. cerevisiae),Spcs2,"5730406I15Rik, mKIAA0102",10090,MGI:1913874
76687,76687,signal peptidase complex subunit 3 homolog (S. cerevisiae),Spcs3,"1810011E08Rik, SPC22/23",10090,MGI:1923937
56632,56632,sphingosine kinase 2,Sphk2,"Sk2, Spk2",10090,MGI:1861380
20751,20751,sepiapterin reductase,Spr,Gm10328,10090,MGI:103078
268656,268656,"serine palmitoyltransferase, long chain base subunit 1",Sptlc1,"E030036H05, Lcb1, SPT1",10090,MGI:1099431
20773,20773,"serine palmitoyltransferase, long chain base subunit 2",Sptlc2,"LCB2, LCB2a, Spt2",10090,MGI:108074
20775,20775,squalene epoxidase,Sqle,,10090,MGI:109296
78925,78925,steroid 5 alpha-reductase 1,Srd5a1,"0610031P22Rik, 4930435F02Rik, S5AR 1, Srd5a-1",10090,MGI:98400
94224,94224,steroid 5 alpha-reductase 2,Srd5a2,"5ART2, S5AR 2",10090,MGI:2150380
20810,20810,spermidine synthase,Srm,"SpdST, SpdSy",10090,MGI:102690
20442,20442,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",St3gal1,"5330418N22Rik, ST3GalI, Siat4, Siat4a, St3gal-1",10090,MGI:98304
20444,20444,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",St3gal2,"ST3GalII, Siat5",10090,MGI:99427
20443,20443,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",St3gal4,"SIAT4-C, ST3Gal IV, ST3GalIV, Siat4c",10090,MGI:1316743
20454,20454,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",St3gal5,"3S-T, Siat9, [a]2",10090,MGI:1339963
54613,54613,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",St3gal6,"1700023B24Rik, Siat10, St3galVI",10090,MGI:1888707
20440,20440,"beta galactoside alpha 2,6 sialyltransferase 1",St6gal1,"Siat1, St6Gal-I, St6gal, St6galI",10090,MGI:108470
20445,20445,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",St6galnac1,Siat7a,10090,MGI:1341826
20446,20446,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",St6galnac2,"II, ST6GalNAc, Siat7, Siat7b",10090,MGI:107553
20447,20447,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",St6galnac3,Siat7c,10090,MGI:1341828
26938,26938,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",St6galnac5,Siat7e,10090,MGI:1349471
50935,50935,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",St6galnac6,"ST6GalNAcVI, Siat7f",10090,MGI:1355316
20449,20449,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",St8sia1,"9330109E03Rik, GD3S, Sia-T, Siat8, Siat8a",10090,MGI:106011
225742,225742,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",St8sia5,"ST8SiaV, Siat8e",10090,MGI:109243
59045,59045,StAR related lipid transfer domain containing 3,Stard3,"Mln64, es64",10090,MGI:1929618
20916,20916,"succinate-Coenzyme A ligase, ADP-forming, beta subunit",Sucla2,"4930547K18Rik, A-SCS, SCS-betaA",10090,MGI:1306775
56451,56451,"succinate-CoA ligase, GDP-forming, alpha subunit",Suclg1,"1500000I01Rik, Sucla1",10090,MGI:1927234
20917,20917,"succinate-Coenzyme A ligase, GDP-forming, beta subunit",Suclg2,"D6Wsu120e, G-SCS, GTPSCS, SCS-betaG",10090,MGI:1306824
20887,20887,"sulfotransferase family 1A, phenol-preferring, member 1",Sult1a1,"PST, ST1A1, ST1A4, Stp, Stp1",10090,MGI:102896
20860,20860,"sulfotransferase family 1E, member 1",Sult1e1,"EST, ST1E1, Ste",10090,MGI:98431
20859,20859,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1",Sult2a1,"ST2A1, Std, Sth1, mSTa1",10090,MGI:98430
54200,54200,"sulfotransferase family, cytosolic, 2B, member 1",Sult2b1,"ST2B1, SULT2B",10090,MGI:1926342
211389,211389,sulfite oxidase,Suox,SO,10090,MGI:2446117
20937,20937,suppressor of variegation 3-9 1,Suv39h1,"DXHXS7466e, H3-K9-HMTase 1, KMT1A, mIS6",10090,MGI:1099440
64707,64707,suppressor of variegation 3-9 2,Suv39h2,"4930507K23Rik, D030054H19Rik, D2Ertd544e, KMT1B",10090,MGI:1890396
104015,104015,synaptojanin 1,Synj1,"A930006D20Rik, mKIAA0910",10090,MGI:1354961
20975,20975,synaptojanin 2,Synj2,"SJ2, mKIAA0348",10090,MGI:1201671
21351,21351,transaldolase 1,Taldo1,,10090,MGI:1274789
234724,234724,tyrosine aminotransferase,Tat,,10090,MGI:98487
21391,21391,"thromboxane A synthase 1, platelet",Tbxas1,"CYP5, CYP5A1, THAS, TS, TXAS",10090,MGI:98497
27060,27060,"T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3",Tcirg1,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1",10090,MGI:1350931
56720,56720,"tryptophan 2,3-dioxygenase",Tdo2,"TDO, TO, chky",10090,MGI:1928486
76355,76355,"TDP-glucose 4,6-dehydratase",Tgds,"2610017J16Rik, 2610025M23Rik",10090,MGI:1923605
21823,21823,tyrosine hydroxylase,Th,,10090,MGI:98735
208967,208967,threonine synthase-like 1 (bacterial),Thnsl1,,10090,MGI:2139347
105663,105663,thiamine triphosphatase,Thtpa,,10090,MGI:2446078
57813,57813,"thymidine kinase 2, mitochondrial",Tk2,mt-TK,10090,MGI:1913266
21881,21881,transketolase,Tkt,p68,10090,MGI:105992
83553,83553,transketolase-like 1,Tktl1,,10090,MGI:1933244
74419,74419,transketolase-like 2,Tktl2,4933401I19Rik,10090,MGI:1921669
73166,73166,transmembrane 7 superfamily member 2,Tm7sf2,"3110041O18Rik, ANG1, C14SR, Dhcr14",10090,MGI:1920416
66260,66260,transmembrane protein 54,Tmem54,1810017F10Rik,10090,MGI:1913510
192289,192289,"trimethyllysine hydroxylase, epsilon",Tmlhe,"Bbox2, D430017M14Rik, TMLD, TMLH",10090,MGI:2180203
21990,21990,tryptophan hydroxylase 1,Tph1,Tph,10090,MGI:98796
216343,216343,tryptophan hydroxylase 2,Tph2,Ntph,10090,MGI:2651811
21991,21991,triosephosphate isomerase 1,Tpi1,"TIM, Tpi, Tpi-1",10090,MGI:98797
29807,29807,thiamine pyrophosphokinase,Tpk1,,10090,MGI:1352500
22018,22018,thyroid peroxidase,Tpo,,10090,MGI:98813
13434,13434,tRNA aspartic acid methyltransferase 1,Trdmt1,"Dnmt2, Rnmt2, m.MmuIIP, met-2",10090,MGI:1274787
58866,58866,trehalase (brush-border membrane glycoprotein),Treh,2210412M19Rik,10090,MGI:1926230
22117,22117,"thiosulfate sulfurtransferase, mitochondrial",Tst,rhodanese,10090,MGI:98852
80286,80286,tumor suppressor candidate 3,Tusc3,N33,10090,MGI:1933134
50493,50493,thioredoxin reductase 1,Txnrd1,"TR, TR1, TrxR1",10090,MGI:1354175
26462,26462,thioredoxin reductase 2,Txnrd2,"ESTM573010, TGR, Tr3, Trxr2, Trxrd2",10090,MGI:1347023
232223,232223,thioredoxin reductase 3,Txnrd3,"TGR, TR2",10090,MGI:2386711
72962,72962,thymidine phosphorylase,Tymp,"2900072D10Rik, Ecgf1, PD-ECGF, PDECGF, Pdgfec",10090,MGI:1920212
22171,22171,thymidylate synthase,Tyms,Ts,10090,MGI:98878
22173,22173,tyrosinase,Tyr,"Oca1, albino, c, skc35",10090,MGI:98880
22178,22178,tyrosinase-related protein 1,Tyrp1,"Oca3, TRP-1, TRP1, Tyrp, b",10090,MGI:98881
107652,107652,UDP-N-acetylglucosamine pyrophosphorylase 1,Uap1,"AGX-1, AGX-2, AGX1, AgX, ESTM38",10090,MGI:1334459
22245,22245,uridine-cytidine kinase 1,Uck1,"URK1, Umpk",10090,MGI:98904
80914,80914,uridine-cytidine kinase 2,Uck2,"TSA903, UK, UMK, Umpk",10090,MGI:1931744
22227,22227,"uncoupling protein 1 (mitochondrial, proton carrier)",Ucp1,"Slc25a7, Ucp",10090,MGI:98894
22228,22228,"uncoupling protein 2 (mitochondrial, proton carrier)",Ucp2,"Slc25a8, UCP 2, UCPH",10090,MGI:109354
22229,22229,"uncoupling protein 3 (mitochondrial, proton carrier)",Ucp3,"Slc25a9, UCP-3",10090,MGI:1099787
22234,22234,UDP-glucose ceramide glucosyltransferase,Ugcg,"Epcs21, GlcT-1, Ugcgl",10090,MGI:1332243
22235,22235,UDP-glucose dehydrogenase,Ugdh,Udpgdh,10090,MGI:1306785
216558,216558,UDP-glucose pyrophosphorylase 2,Ugp2,"UDPGP, UGPase",10090,MGI:2183447
100559,100559,"UDP glucuronosyltransferase 2 family, polypeptide B38",Ugt2b38,9430041C03Rik,10090,MGI:2140794
22247,22247,uridine monophosphate synthetase,Umps,1700095D23Rik,10090,MGI:1298388
103149,103149,"ureidopropionase, beta",Upb1,,10090,MGI:2143535
22271,22271,uridine phosphorylase 1,Upp1,"UPase, UdRPase, Up, Upp",10090,MGI:1097668
76654,76654,uridine phosphorylase 2,Upp2,"1700124F02Rik, UDRPASE2, UP2, UPASE2",10090,MGI:1923904
66152,66152,"ubiquinol-cytochrome c reductase, complex III subunit X",Uqcr10,"1110020P15Rik, Ucrc",10090,MGI:1913402
66594,66594,"ubiquinol-cytochrome c reductase, complex III subunit XI",Uqcr11,"0710008D09Rik, Uqcr",10090,MGI:1913844
67530,67530,ubiquinol-cytochrome c reductase binding protein,Uqcrb,"2210415M14Rik, QP-C, QPC, UQBC, UQBP",10090,MGI:1914780
22273,22273,ubiquinol-cytochrome c reductase core protein 1,Uqcrc1,1110032G10Rik,10090,MGI:107876
67003,67003,ubiquinol cytochrome c reductase core protein 2,Uqcrc2,1500004O06Rik,10090,MGI:1914253
66694,66694,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",Uqcrfs1,4430402G14Rik,10090,MGI:1913944
100042918,100042918,"ubiquinol-cytochrome c reductase hinge protein, pseudogene 1",Uqcrh-ps1,Gm9763,10090,MGI:3641869
22272,22272,"ubiquinol-cytochrome c reductase, complex III subunit VII",Uqcrq,"1100001F06Rik, 1500040F11Rik, 5830407L17Rik, 9.5kDa, QP-C",10090,MGI:107807
243537,243537,urocanase domain containing 1,Uroc1,,10090,MGI:2385332
22275,22275,uroporphyrinogen decarboxylase,Urod,"UPD, Uro-d",10090,MGI:98916
22276,22276,uroporphyrinogen III synthase,Uros,"UROIIIS, Uros3",10090,MGI:98917
338362,338362,uronyl-2-sulfotransferase,Ust,"D930010O20Rik, UA2OST",10090,MGI:2442406
67883,67883,UDP-glucuronate decarboxylase 1,Uxs1,1600025I13Rik,10090,MGI:1915133
22305,22305,"vomeronasal 2, receptor 37",Vmn2r37,V2r14,10090,MGI:1316711
22361,22361,vanin 1,Vnn1,V-1,10090,MGI:108395
26464,26464,vanin 3,Vnn3,,10090,MGI:1347055
22436,22436,xanthine dehydrogenase,Xdh,"XO, Xor, Xox-1, Xox1",10090,MGI:98973
102448,102448,xylulokinase homolog (H. influenzae),Xylb,,10090,MGI:2142985
233781,233781,xylosyltransferase 1,Xylt1,8030490L12,10090,MGI:2451073
217119,217119,xylosyltransferase II,Xylt2,"E030002B02Rik, XT-II, XT2, xylT-II",10090,MGI:2444797
100039108,,,,,,
10476,,,,,,
1159,,,,,,
160287,,,,,,
222,,,,,,
